param grid_size := 10;
param cost_per_hop := -5;
param obstacles_number := 1;
param battery_swapping_stations_number := 20;
param initial_final_points :=
1 9
2 9
3 4
4 2
;
param obstacles :=
1 8
2 2
;
param battery_swapping_stations :=
1 6
2 6
3 3
4 3
5 10
6 3
7 2
8 1
9 7
10 1
11 6
12 2
13 2
14 9
15 1
16 3
17 7
18 7
19 8
20 6
21 6
22 1
23 3
24 1
25 3
26 4
27 3
28 2
29 6
30 8
31 5
32 7
33 6
34 7
35 9
36 8
37 5
38 2
39 1
40 4
;
param battery_added
: 1 2 3 4 5 6 7 8 9 10 :=
1 0 0 10 10 0 0 0 0 0 0
2 10 0 0 0 0 0 0 0 10 0
3 10 10 10 10 0 0 0 0 0 0
4 0 10 0 0 0 0 0 0 0 0
5 0 10 0 0 0 0 10 0 0 0
6 10 10 0 0 0 10 10 10 0 0
7 10 0 0 0 0 0 10 0 0 0
8 0 0 0 0 0 10 0 0 0 0
9 0 0 0 0 0 0 0 10 10 0
10 0 0 10 0 0 0 0 0 0 0
;
param distance_matrix :=
[1, 1, *, *]: 1 2 3 4 5 6 7 8 9 10 :=
1 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 1.0 1.4142 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
[1, 2, *, *]: 1 2 3 4 5 6 7 8 9 10 :=
1 1.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 1.4142 1.0 1.4142 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
